container_index,schema,Table Name,Table Description,,Elaborated Table Description,Column #,prefix,Field,Field Description,report,category,Data Type,Length,Decimals,Nullable,Edit Type,Elaborated Field Description
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",55,MC,MCTC07,Tax/Deduction Codes 07,General Accounting,Business Data,String,4,0,Y,Generic Edit,The seventh tax or deduction code for this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",56,MC,MCTC08,Tax/Deduction Codes 08,General Accounting,Business Data,String,4,0,Y,Generic Edit,The eighth tax or deduction code for this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",57,MC,MCTC09,Tax/Deduction Codes 09,General Accounting,Business Data,String,4,0,Y,Generic Edit,The ninth tax or deduction code for this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",58,MC,MCTC10,Tax/Deduction Codes 10,General Accounting,Business Data,String,4,0,Y,Generic Edit,The tenth tax or deduction code for this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",59,MC,MCND01,Tax Distributable/Non-Distr. Code 01,General Accounting,Business Data,Character,1,0,Y,UDC (H00 ND),A Y/N flag for the first tax code indicating whether the associated tax is distributable (allocated across cost centers) or non-distributable (booked to a central account).
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",60,MC,MCND02,Tax Distributable/Non-Distr. Code 02,General Accounting,Business Data,Character,1,0,Y,UDC (H00 ND),Distributable/Non-distributable flag for the second tax code.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",61,MC,MCND03,Tax Distributable/Non-Distr. Code 03,General Accounting,Business Data,Character,1,0,Y,UDC (H00 ND),Distributable/Non-distributable flag for the third tax code.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",62,MC,MCND04,Tax Distributable/Non-Distr. Code 04,General Accounting,Business Data,Character,1,0,Y,UDC (H00 ND),Distributable/Non-distributable flag for the fourth tax code.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",63,MC,MCND05,Tax Distributable/Non-Distr. Code 05,General Accounting,Business Data,Character,1,0,Y,UDC (H00 ND),Distributable/Non-distributable flag for the fifth tax code.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",64,MC,MCND06,Tax Distributable/Non-Distr. Code 06,General Accounting,Business Data,Character,1,0,Y,UDC (H00 ND),Distributable/Non-distributable flag for the sixth tax code.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",65,MC,MCND07,Tax Distributable/Non-Distr. Code 07,General Accounting,Business Data,Character,1,0,Y,UDC (H00 ND),Distributable/Non-distributable flag for the seventh tax code.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",66,MC,MCND08,Tax Distributable/Non-Distr. Code 08,General Accounting,Business Data,Character,1,0,Y,UDC (H00 ND),Distributable/Non-distributable flag for the eighth tax code.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",67,MC,MCND09,Tax Distributable/Non-Distr. Code 09,General Accounting,Business Data,Character,1,0,Y,UDC (H00 ND),Distributable/Non-distributable flag for the ninth tax code.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",68,MC,MCND10,Tax Distributable/Non-Distr. Code 10,General Accounting,Business Data,Character,1,0,Y,UDC (H00 ND),Distributable/Non-distributable flag for the tenth tax code.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",69,MC,MCCC01,Tax or Deduction Compute Status Code 01,General Accounting,Business Data,Character,1,0,Y,Generic Edit,"A status code controlling how the first tax or deduction is computed for this Business Unit (e.g., whether to compute, skip, or override). Gives fine-grained control over payroll/tax calculation behavior."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",70,MC,MCCC02,Tax or Deduction Compute Status Code 02,General Accounting,Business Data,Character,1,0,Y,Generic Edit,Compute status code for the second tax or deduction.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",71,MC,MCCC03,Tax or Deduction Compute Status Code 03,General Accounting,Business Data,Character,1,0,Y,Generic Edit,Compute status code for the third tax or deduction.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",72,MC,MCCC04,Tax or Deduction Compute Status Code 04,General Accounting,Business Data,Character,1,0,Y,Generic Edit,Compute status code for the fourth tax or deduction.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",73,MC,MCCC05,Tax or Deduction Compute Status Code 05,General Accounting,Business Data,Character,1,0,Y,Generic Edit,Compute status code for the fifth tax or deduction.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",74,MC,MCCC06,Tax or Deduction Compute Status Code 06,General Accounting,Business Data,Character,1,0,Y,Generic Edit,Compute status code for the sixth tax or deduction.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",75,MC,MCCC07,Tax or Deduction Compute Status Code 07,General Accounting,Business Data,Character,1,0,Y,Generic Edit,Compute status code for the seventh tax or deduction.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",76,MC,MCCC08,Tax or Deduction Compute Status Code 08,General Accounting,Business Data,Character,1,0,Y,Generic Edit,Compute status code for the eighth tax or deduction.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",77,MC,MCCC09,Tax or Deduction Compute Status Code 09,General Accounting,Business Data,Character,1,0,Y,Generic Edit,Compute status code for the ninth tax or deduction.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",78,MC,MCCC10,Tax or Deduction Compute Status Code 10,General Accounting,Business Data,Character,1,0,Y,Generic Edit,Compute status code for the tenth tax or deduction.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",79,MC,MCPECC,Posting Edit - Business Unit,General Accounting,Business Data,Character,1,0,Y,UDC (00 PF),Controls how journal entries posted to this Business Unit are validated during the posting process. Determines whether JDE enforces strict account existence checks or allows posting to undefined accounts.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",80,MC,MCALS,Allocation Summarization Method,General Accounting,Business Data,Character,1,0,Y,UDC (H00 AL),Defines how allocation transactions for this Business Unit are summarized when processed. Controls whether allocation journal entries are grouped or detailed in the General Ledger.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",81,MC,MCISS,Invoice/Stmt Summarization Method,General Accounting,Business Data,Character,1,0,Y,UDC (H00 IS),Specifies how invoices and statements are summarized for this Business Unit during billing runs. Determines the level of detail shown on customer-facing documents.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",82,MC,MCGLBA,G/L Bank Account,General Accounting,Business Data,String,8,0,Y,Generic Edit,The General Ledger bank account code associated with this Business Unit. Used in cash management and payment processing to route funds to the correct bank account.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",83,MC,MCALCL,Allocation Level,General Accounting,Business Data,String,2,0,Y,Generic Edit,Defines the level at which allocations are calculated for this Business Unit. Higher levels consolidate allocations across multiple units; lower levels apply allocations at a granular cost center level.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",84,MC,MCLMTH,Labor Distribution Method,General Accounting,Business Data,Character,1,0,Y,UDC (07 LT),"A code specifying how labor costs are distributed from timecards to this Business Unit (e.g., by units, by a fixed percentage, or by a multiplier). Used in project costing and payroll distribution."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",85,MC,MCLF,Labor Distribution Multiplier,General Accounting,Business Data,Numeric,5,4,Y,Generic Edit,"A numeric multiplier applied to labor costs when distributing them to this Business Unit. For example, a value of 1.25 adds a 25% burden on top of direct labor costs."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",86,MC,MCOBJ1,Object Account - Labor Account,General Accounting,Business Data,String,6,0,Y,Generic Edit,The General Ledger object account code used to post direct labor costs for this Business Unit. Ensures labor transactions land in the correct expense account.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",87,MC,MCOBJ2,Object Account - Premium Account,General Accounting,Business Data,String,6,0,Y,Generic Edit,"The GL object account for premium pay (e.g., overtime) associated with this Business Unit."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",88,MC,MCOBJ3,Object Account - Burden,General Accounting,Business Data,String,6,0,Y,Generic Edit,The GL object account for burden costs (indirect labor overhead) associated with this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",89,MC,MCSUB1,Subsidiary - Burden Cost Code,General Accounting,Business Data,String,8,0,Y,Generic Edit,"The subsidiary code paired with the burden object account (MCOBJ3). Together with MCOBJ3, it defines the full GL account string for burden cost posting."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",90,MC,MCTOU,Units - Total,General Accounting,Business Data,Numeric,15,2,Y,Generic Edit,"Stores the total number of units (e.g., labor hours, machine hours) associated with this Business Unit. Used as a basis for allocation calculations and capacity reporting."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",91,MC,MCSBLI,Subledger Inactive Code,General Accounting,Business Data,Character,1,0,Y,UDC (00 SI),"A flag indicating whether this Business Unit acts as an inactive subledger. When set, JDE prevents new transactions from being posted using this unit as a subledger reference."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",92,MC,MCANPA,Supervisor,General Accounting,Business Data,Numeric,8,0,Y,Generic Edit,"The Address Book number of the supervisor or manager responsible for this Business Unit. Used in workflow approvals, organizational reporting, and personnel management."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",93,MC,MCCT,Contract Type,General Accounting,Business Data,String,4,0,Y,UDC (51 CT),"A code identifying the type of contract associated with this Business Unit (e.g., fixed-price, time-and-materials, cost-plus). Used in contract management and job costing."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",94,MC,MCCERT,Certified Job,General Accounting,Business Data,Character,1,0,Y,UDC (H00 CE),"A Y/N flag indicating whether this Business Unit (job/project) is a certified/prevailing wage job. When flagged, JDE enforces certified payroll reporting requirements."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",95,MC,MCMCUS,Business Unit - Subsequent,General Accounting,Business Data,String,12,0,Y,Generic Edit,The Business Unit code that serves as the successor or continuation of this unit. Used when a business unit is closed and its activity rolls forward to a new unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",96,MC,MCBTYP,Billing Type - Business Unit,General Accounting,Business Data,Character,1,0,Y,Generic Edit,"A code defining the billing type for this Business Unit (e.g., billable, internal, overhead). Controls whether transactions posted here are eligible for customer billing."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",97,MC,MCPC,Percent Complete,General Accounting,Business Data,Numeric,5,0,Y,Generic Edit,"The estimated percentage of completion for this Business Unit/project, entered manually. Used in percentage-of-completion revenue recognition and project progress reporting."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",98,MC,MCPCA,Percent Complete - Aggregate Detail,General Accounting,Business Data,Numeric,5,2,Y,Generic Edit,The aggregated percentage complete calculated by rolling up completion percentages from underlying detail records. Provides a system-computed completion estimate vs. the manually entered MCPC.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",99,MC,MCPCC,Amount - Cost to Complete (obsolete),General Accounting,Business Data,Numeric,15,2,Y,Generic Edit,An obsolete field that previously stored the estimated cost remaining to complete the project. Replaced by more detailed cost-to-complete calculations in later JDE versions.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",100,MC,MCINTA,Interest Computation Code - A/R,General Accounting,Business Data,String,4,0,Y,Generic Edit,A code identifying the interest computation method used for Accounts Receivable balances tied to this Business Unit. Determines how late payment interest is calculated on outstanding invoices.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",101,MC,MCINTL,Interest Comp - Late Revenue,General Accounting,Business Data,String,4,0,Y,Generic Edit,A code specifying the interest computation method for late revenue recognition related to this Business Unit. Used in revenue management to calculate interest on deferred or overdue revenue.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",102,MC,MCD1J,Date - Planned Start,General Accounting,Business Data,Date,6,0,,Generic Edit,"The planned (scheduled) start date for this Business Unit or project, stored in JDE Julian date format. Used in project planning, scheduling, and variance analysis."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",103,MC,MCD2J,Date - Actual Start,General Accounting,Business Data,Date,6,0,,Generic Edit,The actual start date of this Business Unit or project. Compared against the planned start date (MCD1J) to measure schedule variance.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",104,MC,MCD3J,Date - Planned Complete,General Accounting,Business Data,Date,6,0,,Generic Edit,The planned completion date for this Business Unit or project. Used as the baseline finish date in project tracking and earned value analysis.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",105,MC,MCD4J,Date - Actual Complete,General Accounting,Business Data,Date,6,0,,Generic Edit,The actual completion date of this Business Unit or project. Populated when the project closes; compared to MCD3J to assess schedule performance.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",106,MC,MCD5J,Date - Other 5,General Accounting,Business Data,Date,6,0,,Generic Edit,"A flexible 'other' date field 5 for this Business Unit. Organizations configure this for custom date tracking such as contract award date, audit date, or review date."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",107,MC,MCD6J,Date - Other 6,General Accounting,Business Data,Date,6,0,,Generic Edit,A flexible 'other' date field 6 for custom date tracking on this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",108,MC,MCFPDJ,Date - Final Payment (Julian),General Accounting,Business Data,Date,6,0,,Generic Edit,"The date on which the final payment for this Business Unit or contract is expected or was received, stored in Julian format. Used in project closeout and cash flow reporting."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",109,MC,MCCAC,Amount - Cost at Completion,General Accounting,Business Data,Numeric,15,2,Y,Generic Edit,The total estimated cost to complete this Business Unit or project at completion (Estimate at Completion). Used in Earned Value Management and project financial forecasting.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",110,MC,MCPAC,Amount - Profit at Completion,General Accounting,Business Data,Numeric,15,2,Y,Generic Edit,The estimated profit amount expected at project completion. Calculated as the difference between contract value and cost at completion; used for profitability forecasting.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",111,MC,MCEEO,Equal Employment Opportunity,General Accounting,Business Data,Character,1,0,Y,UDC (H00 EE),A flag or code indicating whether this Business Unit is subject to Equal Employment Opportunity (EEO) reporting requirements. Used for regulatory compliance and workforce reporting.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",112,MC,MCERC,Equipment Rate Code,General Accounting,Business Data,String,2,0,Y,UDC (00 RC),A code identifying the equipment rate schedule used to charge equipment usage costs to this Business Unit. Links to equipment rate tables for cost allocation.
